SEASON_ID,GAME_DATE,GAME_ID,HOME_TEAM_ID,HOME_TEAM,MATCHUP,WL,VISITOR_TEAM,VISITOR_TEAM_ID,HOME_WIN,W_pct_home,FG_pct_home,FG3_pct_home,FT_pct_home,RPG_home,APG_home,TO_PG_home,SPG_home,BPG_home,PPG_home,W_pct_visitor,FG_pct_visitor,FG3_pct_visitor,FT_pct_visitor,RPG_visitor,APG_visitor,TO_PG_visitor,SPG_visitor,BPG_visitor,PPG_visitor
22022,2023-04-09,22201222,1610612764,WAS,WAS vs. HOU,L,HOU,1610612745,0,0.427,0.472,0.342,0.783,43.109756097560975,25.02439024390244,13.134146341463415,6.365853658536586,4.951219512195122,108.6219512195122,0.244,0.456,0.349,0.713,42.02439024390244,23.5609756097561,16.475609756097562,7.317073170731708,4.658536585365853,109.71951219512196
22022,2023-04-09,22201219,1610612748,MIA,MIA vs. ORL,W,ORL,1610612753,1,0.646,0.467,0.379,0.808,43.71951219512195,25.48780487804878,14.560975609756095,7.390243902439025,3.231707317073171,110.02439024390245,0.268,0.434,0.331,0.787,44.28048780487805,23.74390243902439,14.48780487804878,6.7682926829268295,4.475609756097561,104.23170731707316
22022,2023-04-09,22201228,1610612747,LAL,LAL vs. UTA,W,UTA,1610612762,1,0.402,0.469,0.347,0.732,44.0,24.0,14.524390243902438,7.634146341463414,5.182926829268292,112.09756097560977,0.598,0.471,0.36,0.767,46.34146341463415,22.390243902439025,14.0,7.170731707317073,4.902439024390244,113.60975609756098
22022,2023-04-09,22201227,1610612743,DEN,DEN vs. SAC,W,SAC,1610612758,1,0.585,0.483,0.353,0.795,44.109756097560975,27.79268292682927,14.5,7.219512195121951,3.7195121951219514,112.71951219512196,0.366,0.46,0.344,0.768,42.9390243902439,23.695121951219512,14.097560975609756,7.170731707317073,4.5,110.3048780487805
22022,2023-04-09,22201223,1610612741,CHI,CHI vs. DET,W,DET,1610612765,1,0.561,0.48,0.369,0.813,42.329268292682926,23.87804878048781,12.841463414634148,7.134146341463414,4.097560975609756,111.60975609756098,0.28,0.431,0.326,0.782,42.98780487804878,23.463414634146343,14.182926829268292,7.682926829268292,4.7926829268292686,104.82926829268293
22022,2023-04-09,22201224,1610612742,DAL,DAL vs. SAS,L,SAS,1610612759,0,0.634,0.461,0.35,0.771,43.02439024390244,23.390243902439025,12.5,6.7317073170731705,3.9634146341463414,108.02439024390245,0.415,0.467,0.352,0.754,45.31707317073171,27.914634146341463,12.71951219512195,7.634146341463414,4.914634146341464,113.15853658536584
22022,2023-04-09,22201220,1610612752,NYK,NYK vs. IND,L,IND,1610612754,0,0.451,0.437,0.357,0.744,46.1219512195122,21.865853658536587,13.25609756097561,6.951219512195122,4.865853658536586,106.47560975609755,0.305,0.463,0.344,0.768,43.85365853658536,25.37804878048781,14.426829268292684,7.097560975609756,5.573170731707317,111.46341463414636
22022,2023-04-09,22201218,1610612739,CLE,CLE vs. CHA,L,CHA,1610612766,0,0.537,0.469,0.355,0.76,44.18292682926829,25.17073170731707,14.402439024390244,7.073170731707317,4.182926829268292,107.79268292682929,0.524,0.468,0.365,0.74,44.573170731707314,28.07317073170732,13.25609756097561,8.621951219512194,4.902439024390244,115.32926829268293
22022,2023-04-09,22201216,1610612738,BOS,BOS vs. ATL,W,ATL,1610612737,1,0.622,0.466,0.356,0.816,46.073170731707314,24.82926829268293,13.634146341463415,7.2073170731707314,5.829268292682927,111.7560975609756,0.524,0.47,0.374,0.812,43.97560975609756,24.597560975609756,11.853658536585366,7.158536585365853,4.2439024390243905,113.9390243902439
22022,2023-04-09,22201225,1610612750,MIN,MIN vs. NOP,W,NOP,1610612740,1,0.561,0.457,0.358,0.778,44.15853658536585,25.682926829268293,14.329268292682928,8.792682926829269,5.609756097560975,115.9390243902439,0.439,0.457,0.332,0.789,45.207317073170735,24.963414634146343,14.060975609756095,8.292682926829269,4.0,109.29268292682929
