SEASON_ID,GAME_DATE,GAME_ID,HOME_TEAM_ID,HOME_TEAM,MATCHUP,WL,VISITOR_TEAM,VISITOR_TEAM_ID,HOME_WIN,W_pct_home,FG_pct_home,FG3_pct_home,FT_pct_home,RPG_home,APG_home,TO_PG_home,SPG_home,BPG_home,PPG_home,W_pct_visitor,FG_pct_visitor,FG3_pct_visitor,FT_pct_visitor,RPG_visitor,APG_visitor,TO_PG_visitor,SPG_visitor,BPG_visitor,PPG_visitor
22020,2021-05-16,22001071,1610612750,MIN,MIN vs. DAL,W,DAL,1610612742,1,0.297,0.441,0.336,0.753,44.8125,23.828125,15.328125,8.671875,5.65625,113.25,0.573,0.461,0.367,0.779,46.93333333333333,24.653333333333332,12.706666666666669,6.133333333333334,4.84,117.01333333333334
22020,2021-05-16,22001075,1610612755,PHI,PHI vs. ORL,W,ORL,1610612753,1,0.589,0.468,0.368,0.755,45.43835616438356,25.80821917808219,14.205479452054794,8.027397260273972,5.328767123287672,110.73972602739724,0.452,0.444,0.343,0.774,44.50684931506849,23.931506849315067,12.835616438356164,8.205479452054794,5.424657534246576,107.27397260273972
22020,2021-05-16,22001073,1610612752,NYK,NYK vs. BOS,W,BOS,1610612738,1,0.318,0.447,0.337,0.694,46.5,22.060606060606062,14.333333333333334,7.636363636363637,4.742424242424242,105.8030303030303,0.667,0.461,0.364,0.801,46.06944444444444,22.98611111111111,13.819444444444445,8.26388888888889,5.638888888888889,113.65277777777776
22020,2021-05-16,22001076,1610612757,POR,POR vs. DEN,W,DEN,1610612743,1,0.473,0.463,0.377,0.804,45.310810810810814,20.60810810810811,12.783783783783784,6.283783783783784,6.094594594594595,114.97297297297295,0.63,0.473,0.359,0.777,44.136986301369866,26.73972602739726,13.767123287671232,8.027397260273972,4.616438356164384,111.28767123287672
22020,2021-05-16,22001077,1610612758,SAC,SAC vs. UTA,L,UTA,1610612762,0,0.431,0.462,0.364,0.77,42.59722222222222,23.791666666666668,14.48611111111111,7.722222222222222,4.069444444444445,110.09722222222224,0.611,0.471,0.38,0.779,44.90277777777778,22.430555555555557,15.125,6.083333333333333,4.055555555555555,111.29166666666669
22020,2021-05-16,22001069,1610612765,DET,DET vs. MIA,L,MIA,1610612748,0,0.303,0.459,0.367,0.743,41.71212121212121,24.075757575757574,15.272727272727272,7.424242424242424,4.53030303030303,107.24242424242424,0.603,0.468,0.379,0.783,44.36986301369863,25.91780821917808,14.904109589041097,7.493150684931507,4.5479452054794525,112.04109589041096
22020,2021-05-16,22001070,1610612744,GSW,GSW vs. MEM,W,MEM,1610612763,1,0.231,0.438,0.334,0.803,42.84615384615385,25.584615384615383,14.907692307692308,8.215384615384615,4.6,106.33846153846154,0.466,0.468,0.347,0.763,46.534246575342465,26.91780821917808,15.246575342465754,7.890410958904109,5.4520547945205475,112.63013698630137
22020,2021-05-16,22001067,1610612751,BKN,BKN vs. CLE,W,CLE,1610612739,1,0.486,0.448,0.343,0.745,47.90277777777778,24.458333333333332,15.26388888888889,6.444444444444445,4.486111111111111,111.77777777777776,0.292,0.458,0.351,0.758,44.246153846153845,23.076923076923077,16.50769230769231,6.876923076923077,3.246153846153846,106.8923076923077
22020,2021-05-16,22001072,1610612740,NOP,NOP vs. LAL,L,LAL,1610612747,0,0.417,0.465,0.37,0.729,46.5,26.833333333333332,16.40277777777778,7.486111111111111,4.972222222222222,115.84722222222224,0.732,0.48,0.349,0.729,45.732394366197184,25.3943661971831,15.169014084507042,8.619718309859154,6.591549295774648,113.43661971830986
22020,2021-05-16,22001078,1610612759,SAS,SAS vs. PHX,L,PHX,1610612756,0,0.451,0.472,0.376,0.81,44.647887323943664,24.661971830985916,12.605633802816902,7.295774647887324,5.492957746478873,114.056338028169,0.466,0.468,0.358,0.834,43.52054794520548,27.21917808219178,14.753424657534246,7.657534246575342,3.9726027397260273,113.61643835616438
