SEASON_ID,GAME_DATE,GAME_ID,HOME_TEAM_ID,HOME_TEAM,MATCHUP,WL,VISITOR_TEAM,VISITOR_TEAM_ID,HOME_WIN,W_pct_home,FG_pct_home,FG3_pct_home,FT_pct_home,RPG_home,APG_home,TO_PG_home,SPG_home,BPG_home,PPG_home,W_pct_visitor,FG_pct_visitor,FG3_pct_visitor,FT_pct_visitor,RPG_visitor,APG_visitor,TO_PG_visitor,SPG_visitor,BPG_visitor,PPG_visitor
22024,2025-04-13,22401193,1610612745,HOU,HOU vs. DEN,L,DEN,1610612743,0,0.5,0.459,0.352,0.773,45.45121951219512,24.817073170731707,12.74390243902439,7.7926829268292686,4.573170731707317,114.32926829268293,0.695,0.496,0.374,0.762,44.426829268292686,29.451219512195124,12.634146341463415,7.134146341463414,5.560975609756097,114.85365853658536
22024,2025-04-13,22401189,1610612739,CLE,CLE vs. IND,L,IND,1610612754,0,0.585,0.479,0.367,0.765,43.28048780487805,28.036585365853657,13.560975609756095,7.378048780487805,4.634146341463414,112.63414634146342,0.573,0.507,0.374,0.782,41.52439024390244,30.75609756097561,12.914634146341465,7.695121951219512,5.865853658536586,123.29268292682929
22024,2025-04-13,22401198,1610612744,GSW,GSW vs. LAC,L,LAC,1610612746,0,0.561,0.477,0.38,0.78,46.707317073170735,29.29268292682927,14.317073170731708,6.975609756097561,4.597560975609756,117.76829268292684,0.622,0.489,0.381,0.825,42.96341463414634,25.57317073170732,13.146341463414634,7.804878048780488,5.036585365853658,115.6219512195122
22024,2025-04-13,22401194,1610612763,MEM,MEM vs. DAL,W,DAL,1610612742,1,0.329,0.435,0.346,0.764,42.609756097560975,24.695121951219512,15.073170731707316,8.207317073170731,6.109756097560975,105.8170731707317,0.61,0.481,0.369,0.758,42.9390243902439,25.682926829268293,12.524390243902438,6.865853658536586,4.951219512195122,117.85365853658536
22024,2025-04-13,22401196,1610612740,NOP,NOP vs. OKC,L,OKC,1610612760,0,0.598,0.486,0.383,0.771,43.96341463414634,26.951219512195124,13.01219512195122,8.341463414634147,4.609756097560975,115.07317073170732,0.695,0.499,0.389,0.825,42.03658536585366,27.109756097560975,12.670731707317072,8.463414634146341,6.560975609756097,120.08536585365852
22024,2025-04-13,22401188,1610612751,BKN,BKN vs. NYK,L,NYK,1610612752,0,0.39,0.456,0.362,0.756,44.0609756097561,25.634146341463413,13.121951219512194,6.780487804878049,5.170731707317073,110.36585365853658,0.61,0.465,0.369,0.78,45.170731707317074,24.365853658536587,13.231707317073171,7.463414634146342,4.097560975609756,112.79268292682929
22024,2025-04-13,22401186,1610612737,ATL,ATL vs. ORL,W,ORL,1610612753,1,0.439,0.465,0.364,0.797,44.670731707317074,26.585365853658537,13.53658536585366,7.5,4.5,118.32926829268293,0.573,0.476,0.352,0.759,42.30487804878049,24.67073170731707,14.707317073170731,8.158536585365853,5.158536585365853,110.46341463414636
22024,2025-04-13,22401192,1610612749,MIL,MIL vs. DET,W,DET,1610612765,1,0.598,0.487,0.373,0.774,44.170731707317074,26.536585365853657,12.914634146341465,6.804878048780488,5.036585365853658,118.97560975609755,0.171,0.463,0.348,0.785,43.329268292682926,25.463414634146343,15.21951219512195,6.475609756097561,4.682926829268292,109.8780487804878
22024,2025-04-13,22401191,1610612755,PHI,PHI vs. CHI,L,CHI,1610612741,0,0.573,0.464,0.363,0.826,42.95121951219512,24.890243902439025,12.0,8.463414634146341,6.0,114.59756097560977,0.476,0.47,0.358,0.791,43.81707317073171,24.97560975609756,12.24390243902439,7.780487804878049,4.804878048780488,112.26829268292684
22024,2025-04-13,22401197,1610612759,SAS,SAS vs. TOR,W,TOR,1610612761,1,0.268,0.462,0.347,0.782,44.23170731707317,29.865853658536587,15.146341463414634,7.121951219512195,6.341463414634147,112.09756097560977,0.305,0.471,0.347,0.756,42.65853658536585,28.47560975609756,13.98780487804878,7.731707317073171,4.7317073170731705,112.35365853658536
22024,2025-04-13,22401187,1610612738,BOS,BOS vs. CHA,W,CHA,1610612766,1,0.78,0.487,0.388,0.807,46.329268292682926,26.914634146341463,11.939024390243905,6.7926829268292686,6.560975609756097,120.57317073170732,0.256,0.46,0.355,0.786,40.28048780487805,24.79268292682927,13.768292682926829,6.853658536585366,4.524390243902439,106.58536585365852
22024,2025-04-13,22401200,1610612758,SAC,SAC vs. PHX,W,PHX,1610612756,1,0.561,0.477,0.366,0.745,43.98780487804878,28.341463414634145,13.146341463414634,7.621951219512195,4.170731707317073,116.5609756097561,0.598,0.493,0.382,0.808,44.073170731707314,27.048780487804876,14.890243902439025,7.439024390243903,6.0,116.2439024390244
22024,2025-04-13,22401190,1610612748,MIA,MIA vs. WAS,L,WAS,1610612764,0,0.561,0.465,0.37,0.818,42.292682926829265,25.804878048780488,12.658536585365852,7.524390243902439,3.4146341463414633,110.14634146341464,0.183,0.47,0.348,0.764,41.073170731707314,27.92682926829268,13.98780487804878,7.597560975609756,5.060975609756097,113.7439024390244
22024,2025-04-13,22401195,1610612750,MIN,MIN vs. UTA,W,UTA,1610612762,1,0.683,0.485,0.387,0.777,43.6219512195122,26.634146341463413,14.170731707317072,7.890243902439025,6.060975609756097,112.97560975609755,0.378,0.467,0.354,0.83,45.45121951219512,27.21951219512195,15.670731707317072,6.548780487804878,5.585365853658536,115.65853658536584
