SEASON_ID,GAME_DATE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,MATCHUP,WL
22019,2020-08-14,0021901318,1610612743,DEN,DEN @ TOR,L
22019,2020-08-14,0021901315,1610612745,HOU,HOU vs. PHI,L
22019,2020-08-14,0021901316,1610612748,MIA,MIA @ IND,L
22019,2020-08-14,0021901317,1610612746,LAC,LAC vs. OKC,W
22019,2020-08-14,0021901318,1610612761,TOR,TOR vs. DEN,W
22019,2020-08-14,0021901316,1610612754,IND,IND vs. MIA,W
22019,2020-08-14,0021901315,1610612755,PHI,PHI @ HOU,W
22019,2020-08-14,0021901317,1610612760,OKC,OKC @ LAC,L
22019,2020-08-13,0021901313,1610612756,PHX,PHX vs. DAL,W
22019,2020-08-13,0021901314,1610612759,SAS,SAS @ UTA,L
22019,2020-08-13,0021901310,1610612747,LAL,LAL vs. SAC,L
22019,2020-08-13,0021901314,1610612762,UTA,UTA vs. SAS,W
22019,2020-08-13,0021901310,1610612758,SAC,SAC @ LAL,W
22019,2020-08-13,0021901312,1610612753,ORL,ORL vs. NOP,W
22019,2020-08-13,0021901308,1610612764,WAS,WAS @ BOS,W
22019,2020-08-13,0021901311,1610612763,MEM,MEM vs. MIL,W
22019,2020-08-13,0021901311,1610612749,MIL,MIL @ MEM,L
22019,2020-08-13,0021901309,1610612751,BKN,BKN vs. POR,L
22019,2020-08-13,0021901312,1610612740,NOP,NOP @ ORL,L
22019,2020-08-13,0021901309,1610612757,POR,POR @ BKN,W
22019,2020-08-13,0021901308,1610612738,BOS,BOS vs. WAS,L
22019,2020-08-13,0021901313,1610612742,DAL,DAL @ PHX,L
22019,2020-08-12,0021901307,1610612743,DEN,DEN vs. LAC,L
22019,2020-08-12,0021901306,1610612760,OKC,OKC vs. MIA,W
22019,2020-08-12,0021901305,1610612755,PHI,PHI vs. TOR,L
22019,2020-08-12,0021901304,1610612745,HOU,HOU vs. IND,L
22019,2020-08-12,0021901307,1610612746,LAC,LAC @ DEN,W
22019,2020-08-12,0021901306,1610612748,MIA,MIA @ OKC,L
22019,2020-08-12,0021901305,1610612761,TOR,TOR @ PHI,W
22019,2020-08-12,0021901304,1610612754,IND,IND @ HOU,W
22019,2020-08-11,0021901301,1610612763,MEM,MEM vs. BOS,L
22019,2020-08-11,0021901297,1610612751,BKN,BKN @ ORL,W
22019,2020-08-11,0021901302,1610612758,SAC,SAC vs. NOP,W
22019,2020-08-11,0021901297,1610612753,ORL,ORL vs. BKN,L
22019,2020-08-11,0021901303,1610612764,WAS,WAS vs. MIL,L
22019,2020-08-11,0021901300,1610612757,POR,POR @ DAL,W
22019,2020-08-11,0021901303,1610612749,MIL,MIL @ WAS,W
22019,2020-08-11,0021901299,1610612755,PHI,PHI vs. PHX,L
22019,2020-08-11,0021901301,1610612738,BOS,BOS @ MEM,W
22019,2020-08-11,0021901302,1610612740,NOP,NOP @ SAC,L
22019,2020-08-11,0021901298,1610612759,SAS,SAS vs. HOU,W
22019,2020-08-11,0021901300,1610612742,DAL,DAL vs. POR,L
22019,2020-08-11,0021901298,1610612745,HOU,HOU @ SAS,L
22019,2020-08-11,0021901299,1610612756,PHX,PHX @ PHI,W
22019,2020-08-10,0021901294,1610612761,TOR,TOR @ MIL,W
22019,2020-08-10,0021901296,1610612747,LAL,LAL vs. DEN,W
22019,2020-08-10,0021901294,1610612749,MIL,MIL vs. TOR,L
22019,2020-08-10,0021901292,1610612760,OKC,OKC @ PHX,L
22019,2020-08-10,0021901295,1610612754,IND,IND @ MIA,L
22019,2020-08-10,0021901293,1610612762,UTA,UTA vs. DAL,L
22019,2020-08-10,0021901295,1610612748,MIA,MIA vs. IND,W
22019,2020-08-10,0021901296,1610612743,DEN,DEN @ LAL,L
22019,2020-08-10,0021901293,1610612742,DAL,DAL @ UTA,W
22019,2020-08-10,0021901292,1610612756,PHX,PHX vs. OKC,W
22019,2020-08-09,0021901285,1610612760,OKC,OKC vs. WAS,W
22019,2020-08-09,0021901287,1610612759,SAS,SAS @ NOP,W
22019,2020-08-09,0021901286,1610612761,TOR,TOR vs. MEM,W
22019,2020-08-09,0021901289,1610612755,PHI,PHI @ POR,L
22019,2020-08-09,0021901288,1610612753,ORL,ORL @ BOS,L
22019,2020-08-09,0021901291,1610612751,BKN,BKN @ LAC,W
22019,2020-08-09,0021901287,1610612740,NOP,NOP vs. SAS,L
22019,2020-08-09,0021901286,1610612763,MEM,MEM @ TOR,L
22019,2020-08-09,0021901288,1610612738,BOS,BOS vs. ORL,W
22019,2020-08-09,0021901290,1610612758,SAC,SAC vs. HOU,L
22019,2020-08-09,0021901291,1610612746,LAC,LAC vs. BKN,L
22019,2020-08-09,0021901285,1610612764,WAS,WAS @ OKC,L
22019,2020-08-09,0021901290,1610612745,HOU,HOU @ SAC,W
22019,2020-08-09,0021901289,1610612757,POR,POR vs. PHI,W
22019,2020-08-08,0021901282,1610612747,LAL,LAL @ IND,L
22019,2020-08-08,0021901283,1610612756,PHX,PHX @ MIA,W
22019,2020-08-08,0021901284,1610612742,DAL,DAL vs. MIL,W
22019,2020-08-08,0021901284,1610612749,MIL,MIL @ DAL,L
22019,2020-08-08,0021901280,1610612757,POR,POR vs. LAC,L
22019,2020-08-08,0021901281,1610612743,DEN,DEN vs. UTA,W
22019,2020-08-08,0021901280,1610612746,LAC,LAC @ POR,W
22019,2020-08-08,0021901281,1610612762,UTA,UTA @ DEN,L
22019,2020-08-08,0021901282,1610612754,IND,IND vs. LAL,W
22019,2020-08-08,0021901283,1610612748,MIA,MIA vs. PHX,L
22019,2020-08-07,0021901278,1610612740,NOP,NOP vs. WAS,W
22019,2020-08-07,0021901279,1610612738,BOS,BOS @ TOR,W
22019,2020-08-07,0021901274,1610612762,UTA,UTA @ SAS,L
22019,2020-08-07,0021901278,1610612764,WAS,WAS @ NOP,L
22019,2020-08-07,0021901277,1610612753,ORL,ORL @ PHI,L
22019,2020-08-07,0021901276,1610612751,BKN,BKN vs. SAC,W
22019,2020-08-07,0021901276,1610612758,SAC,SAC @ BKN,L
22019,2020-08-07,0021901275,1610612760,OKC,OKC @ MEM,L
22019,2020-08-07,0021901279,1610612761,TOR,TOR vs. BOS,L
22019,2020-08-07,0021901274,1610612759,SAS,SAS vs. UTA,W
22019,2020-08-07,0021901277,1610612755,PHI,PHI vs. ORL,W
22019,2020-08-07,0021901275,1610612763,MEM,MEM vs. OKC,W
22019,2020-08-06,0021901272,1610612757,POR,POR @ DEN,W
22019,2020-08-06,0021901272,1610612743,DEN,DEN vs. POR,L
22019,2020-08-06,0021901271,1610612742,DAL,DAL vs. LAC,L
22019,2020-08-06,0021901268,1610612740,NOP,NOP @ SAC,L
22019,2020-08-06,0021901269,1610612749,MIL,MIL vs. MIA,W
22019,2020-08-06,0021901273,1610612745,HOU,HOU vs. LAL,W
22019,2020-08-06,0021901273,1610612747,LAL,LAL @ HOU,L
22019,2020-08-06,0021901270,1610612754,IND,IND @ PHX,L
22019,2020-08-06,0021901269,1610612748,MIA,MIA @ MIL,L
22019,2020-08-06,0021901270,1610612756,PHX,PHX vs. IND,W
22019,2020-08-06,0021901268,1610612758,SAC,SAC vs. NOP,W
22019,2020-08-06,0021901271,1610612746,LAC,LAC @ DAL,W
22019,2020-08-05,0021901263,1610612755,PHI,PHI @ WAS,W
22019,2020-08-05,0021901264,1610612743,DEN,DEN @ SAS,W
22019,2020-08-05,0021901266,1610612761,TOR,TOR @ ORL,W
22019,2020-08-05,0021901263,1610612764,WAS,WAS vs. PHI,L
22019,2020-08-05,0021901265,1610612760,OKC,OKC @ LAL,W
22019,2020-08-05,0021901267,1610612738,BOS,BOS vs. BKN,W
22019,2020-08-05,0021901262,1610612762,UTA,UTA vs. MEM,W
22019,2020-08-05,0021901267,1610612751,BKN,BKN @ BOS,L
22019,2020-08-05,0021901265,1610612747,LAL,LAL vs. OKC,L
22019,2020-08-05,0021901266,1610612753,ORL,ORL vs. TOR,L
22019,2020-08-05,0021901264,1610612759,SAS,SAS vs. DEN,L
22019,2020-08-05,0021901262,1610612763,MEM,MEM @ UTA,L
22019,2020-08-04,0021901258,1610612746,LAC,LAC vs. PHX,L
22019,2020-08-04,0021901258,1610612756,PHX,PHX @ LAC,W
22019,2020-08-04,0021901261,1610612757,POR,POR vs. HOU,W
22019,2020-08-04,0021901260,1610612748,MIA,MIA vs. BOS,W
22019,2020-08-04,0021901261,1610612745,HOU,HOU @ POR,L
22019,2020-08-04,0021901256,1610612751,BKN,BKN @ MIL,W
22019,2020-08-04,0021901260,1610612738,BOS,BOS @ MIA,L
22019,2020-08-04,0021901257,1610612742,DAL,DAL @ SAC,W
22019,2020-08-04,0021901259,1610612754,IND,IND vs. ORL,W
22019,2020-08-04,0021901259,1610612753,ORL,ORL @ IND,L
22019,2020-08-04,0021901256,1610612749,MIL,MIL vs. BKN,L
22019,2020-08-04,0021901257,1610612758,SAC,SAC vs. DAL,L
22019,2020-08-03,0021901255,1610612762,UTA,UTA vs. LAL,L
22019,2020-08-03,0021901253,1610612740,NOP,NOP vs. MEM,W
22019,2020-08-03,0021901252,1610612754,IND,IND @ WAS,W
22019,2020-08-03,0021901253,1610612763,MEM,MEM @ NOP,L
22019,2020-08-03,0021901251,1610612743,DEN,DEN @ OKC,W
22019,2020-08-03,0021901250,1610612748,MIA,MIA vs. TOR,L
22019,2020-08-03,0021901252,1610612764,WAS,WAS vs. IND,L
22019,2020-08-03,0021901251,1610612760,OKC,OKC vs. DEN,L
22019,2020-08-03,0021901250,1610612761,TOR,TOR @ MIA,W
22019,2020-08-03,0021901254,1610612755,PHI,PHI vs. SAS,W
22019,2020-08-03,0021901255,1610612747,LAL,LAL @ UTA,W
22019,2020-08-03,0021901254,1610612759,SAS,SAS @ PHI,L
22019,2020-08-02,0021901245,1610612757,POR,POR @ BOS,L
22019,2020-08-02,0021901247,1610612758,SAC,SAC @ ORL,L
22019,2020-08-02,0021901244,1610612751,BKN,BKN vs. WAS,W
22019,2020-08-02,0021901247,1610612753,ORL,ORL vs. SAC,W
22019,2020-08-02,0021901248,1610612749,MIL,MIL @ HOU,L
22019,2020-08-02,0021901246,1610612763,MEM,MEM vs. SAS,L
22019,2020-08-02,0021901245,1610612738,BOS,BOS vs. POR,W
22019,2020-08-02,0021901246,1610612759,SAS,SAS @ MEM,W
22019,2020-08-02,0021901248,1610612745,HOU,HOU vs. MIL,W
22019,2020-08-02,0021901244,1610612764,WAS,WAS @ BKN,L
22019,2020-08-02,0021901249,1610612742,DAL,DAL @ PHX,L
