SEASON_ID,GAME_DATE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,MATCHUP,WL
22021,2022-04-10,0022101217,1610612764,WAS,WAS @ CHA,L
22021,2022-04-10,0022101222,1610612760,OKC,OKC @ LAC,L
22021,2022-04-10,0022101224,1610612750,MIN,MIN vs. CHI,L
22021,2022-04-10,0022101226,1610612752,NYK,NYK vs. TOR,W
22021,2022-04-10,0022101219,1610612759,SAS,SAS @ DAL,L
22021,2022-04-10,0022101221,1610612737,ATL,ATL @ HOU,W
22021,2022-04-10,0022101218,1610612749,MIL,MIL @ CLE,L
22021,2022-04-10,0022101230,1610612757,POR,POR vs. UTA,L
22021,2022-04-10,0022101223,1610612763,MEM,MEM vs. BOS,L
22021,2022-04-10,0022101226,1610612761,TOR,TOR @ NYK,L
22021,2022-04-10,0022101220,1610612743,DEN,DEN vs. LAL,L
22021,2022-04-10,0022101225,1610612744,GSW,GSW @ NOP,W
22021,2022-04-10,0022101224,1610612741,CHI,CHI @ MIN,W
22021,2022-04-10,0022101221,1610612745,HOU,HOU vs. ATL,L
22021,2022-04-10,0022101227,1610612748,MIA,MIA @ ORL,L
22021,2022-04-10,0022101227,1610612753,ORL,ORL vs. MIA,W
22021,2022-04-10,0022101218,1610612739,CLE,CLE vs. MIL,W
22021,2022-04-10,0022101216,1610612751,BKN,BKN vs. IND,W
22021,2022-04-10,0022101230,1610612762,UTA,UTA @ POR,W
22021,2022-04-10,0022101219,1610612742,DAL,DAL vs. SAS,W
22021,2022-04-10,0022101225,1610612740,NOP,NOP vs. GSW,L
22021,2022-04-10,0022101222,1610612746,LAC,LAC vs. OKC,W
22021,2022-04-10,0022101223,1610612738,BOS,BOS @ MEM,W
22021,2022-04-10,0022101216,1610612754,IND,IND @ BKN,L
22021,2022-04-10,0022101228,1610612765,DET,DET @ PHI,L
22021,2022-04-10,0022101228,1610612755,PHI,PHI vs. DET,W
22021,2022-04-10,0022101229,1610612758,SAC,SAC @ PHX,W
22021,2022-04-10,0022101220,1610612747,LAL,LAL @ DEN,W
22021,2022-04-10,0022101229,1610612756,PHX,PHX vs. SAC,L
22021,2022-04-10,0022101217,1610612766,CHA,CHA vs. WAS,W
22021,2022-04-09,0022101215,1610612744,GSW,GSW @ SAS,W
22021,2022-04-09,0022101213,1610612740,NOP,NOP @ MEM,L
22021,2022-04-09,0022101212,1610612746,LAC,LAC vs. SAC,W
22021,2022-04-09,0022101212,1610612758,SAC,SAC @ LAC,L
22021,2022-04-09,0022101215,1610612759,SAS,SAS vs. GSW,L
22021,2022-04-09,0022101214,1610612754,IND,IND @ PHI,L
22021,2022-04-09,0022101214,1610612755,PHI,PHI vs. IND,W
22021,2022-04-09,0022101213,1610612763,MEM,MEM vs. NOP,W
22021,2022-04-08,0022101211,1610612747,LAL,LAL vs. OKC,W
22021,2022-04-08,0022101211,1610612760,OKC,OKC @ LAL,L
22021,2022-04-08,0022101208,1610612741,CHI,CHI vs. CHA,L
22021,2022-04-08,0022101203,1610612749,MIL,MIL @ DET,W
22021,2022-04-08,0022101209,1610612757,POR,POR @ DAL,L
22021,2022-04-08,0022101203,1610612765,DET,DET vs. MIL,L
22021,2022-04-08,0022101209,1610612742,DAL,DAL vs. POR,W
22021,2022-04-08,0022101205,1610612751,BKN,BKN vs. CLE,W
22021,2022-04-08,0022101206,1610612761,TOR,TOR vs. HOU,W
22021,2022-04-08,0022101208,1610612766,CHA,CHA @ CHI,W
22021,2022-04-08,0022101207,1610612748,MIA,MIA vs. ATL,W
22021,2022-04-08,0022101207,1610612737,ATL,ATL @ MIA,L
22021,2022-04-08,0022101210,1610612756,PHX,PHX @ UTA,W
22021,2022-04-08,0022101205,1610612739,CLE,CLE @ BKN,L
22021,2022-04-08,0022101204,1610612764,WAS,WAS vs. NYK,L
22021,2022-04-08,0022101206,1610612745,HOU,HOU @ TOR,L
22021,2022-04-08,0022101204,1610612752,NYK,NYK @ WAS,W
22021,2022-04-08,0022101210,1610612762,UTA,UTA vs. PHX,L
22021,2022-04-07,0022101196,1610612753,ORL,ORL @ CHA,L
22021,2022-04-07,0022101196,1610612766,CHA,CHA vs. ORL,W
22021,2022-04-07,0022101201,1610612763,MEM,MEM @ DEN,L
22021,2022-04-07,0022101198,1610612738,BOS,BOS @ MIL,L
22021,2022-04-07,0022101198,1610612749,MIL,MIL vs. BOS,W
22021,2022-04-07,0022101202,1610612744,GSW,GSW vs. LAL,W
22021,2022-04-07,0022101199,1610612759,SAS,SAS @ MIN,L
22021,2022-04-07,0022101197,1610612761,TOR,TOR vs. PHI,W
22021,2022-04-07,0022101201,1610612743,DEN,DEN vs. MEM,W
22021,2022-04-07,0022101197,1610612755,PHI,PHI @ TOR,L
22021,2022-04-07,0022101199,1610612750,MIN,MIN vs. SAS,W
22021,2022-04-07,0022101200,1610612740,NOP,NOP vs. POR,W
22021,2022-04-07,0022101202,1610612747,LAL,LAL @ GSW,L
22021,2022-04-07,0022101200,1610612757,POR,POR @ NOP,L
22021,2022-04-06,0022101195,1610612756,PHX,PHX @ LAC,L
22021,2022-04-06,0022101195,1610612746,LAC,LAC vs. PHX,W
22021,2022-04-06,0022101193,1610612741,CHI,CHI vs. BOS,L
22021,2022-04-06,0022101193,1610612738,BOS,BOS @ CHI,W
22021,2022-04-06,0022101194,1610612760,OKC,OKC @ UTA,L
22021,2022-04-06,0022101191,1610612751,BKN,BKN @ NYK,W
22021,2022-04-06,0022101192,1610612764,WAS,WAS @ ATL,L
22021,2022-04-06,0022101191,1610612752,NYK,NYK vs. BKN,L
22021,2022-04-06,0022101194,1610612762,UTA,UTA vs. OKC,W
22021,2022-04-06,0022101190,1610612765,DET,DET vs. DAL,L
22021,2022-04-06,0022101190,1610612742,DAL,DAL @ DET,W
22021,2022-04-06,0022101192,1610612737,ATL,ATL vs. WAS,W
22021,2022-04-05,0022101181,1610612748,MIA,MIA vs. CHA,W
22021,2022-04-05,0022101186,1610612759,SAS,SAS @ DEN,W
22021,2022-04-05,0022101183,1610612741,CHI,CHI vs. MIL,L
22021,2022-04-05,0022101181,1610612766,CHA,CHA @ MIA,L
22021,2022-04-05,0022101183,1610612749,MIL,MIL @ CHI,W
22021,2022-04-05,0022101178,1610612754,IND,IND vs. PHI,L
22021,2022-04-05,0022101185,1610612760,OKC,OKC vs. POR,W
22021,2022-04-05,0022101186,1610612743,DEN,DEN vs. SAS,L
22021,2022-04-05,0022101178,1610612755,PHI,PHI @ IND,W
22021,2022-04-05,0022101182,1610612761,TOR,TOR vs. ATL,W
