TEAM_ID,TEAM_NAME,W_pct,FG_pct,FG3_pct,FT_pct,RPG,APG,TO_PG,SPG,BPG,PPG
1610612737,Atlanta Hawks,0.299,0.449,0.333,0.79,43.25373134328358,23.955223880597014,16.208955223880597,7.8059701492537314,5.08955223880597,111.76119402985074
1610612738,Boston Celtics,0.667,0.461,0.364,0.801,46.06944444444444,22.98611111111111,13.819444444444445,8.26388888888889,5.638888888888889,113.65277777777777
1610612751,Brooklyn Nets,0.486,0.448,0.343,0.745,47.90277777777778,24.458333333333332,15.26388888888889,6.444444444444445,4.486111111111111,111.77777777777777
1610612766,Charlotte Hornets,0.354,0.434,0.352,0.748,42.784615384615385,23.83076923076923,14.6,6.584615384615384,4.123076923076923,102.87692307692308
1610612741,Chicago Bulls,0.338,0.447,0.348,0.755,41.86153846153846,23.23076923076923,15.461538461538462,10.03076923076923,4.076923076923077,106.84615384615384
1610612739,Cleveland Cavaliers,0.292,0.458,0.351,0.758,44.246153846153845,23.076923076923077,16.50769230769231,6.876923076923077,3.246153846153846,106.8923076923077
1610612742,Dallas Mavericks,0.573,0.461,0.367,0.779,46.93333333333333,24.653333333333332,12.706666666666667,6.133333333333334,4.84,117.01333333333334
1610612743,Denver Nuggets,0.63,0.473,0.359,0.777,44.136986301369866,26.73972602739726,13.767123287671232,8.027397260273972,4.616438356164384,111.28767123287672
1610612765,Detroit Pistons,0.303,0.459,0.367,0.743,41.71212121212121,24.075757575757574,15.272727272727273,7.424242424242424,4.53030303030303,107.24242424242425
1610612744,Golden State Warriors,0.231,0.438,0.334,0.803,42.84615384615385,25.584615384615386,14.907692307692308,8.215384615384615,4.6,106.33846153846154
1610612745,Houston Rockets,0.611,0.451,0.345,0.791,44.27777777777778,21.625,14.680555555555555,8.708333333333334,5.152777777777778,117.80555555555556
1610612754,Indiana Pacers,0.616,0.476,0.363,0.787,42.80821917808219,25.863013698630137,13.246575342465754,7.438356164383562,5.1506849315068495,109.43835616438356
1610612746,LA Clippers,0.681,0.466,0.371,0.791,47.65277777777778,23.72222222222222,14.597222222222221,7.097222222222222,4.694444444444445,116.34722222222223
1610612747,Los Angeles Lakers,0.732,0.48,0.349,0.729,45.732394366197184,25.3943661971831,15.169014084507042,8.619718309859154,6.591549295774648,113.43661971830986
1610612763,Memphis Grizzlies,0.466,0.468,0.347,0.763,46.534246575342465,26.91780821917808,15.246575342465754,7.890410958904109,5.4520547945205475,112.63013698630137
1610612748,Miami Heat,0.603,0.468,0.379,0.783,44.36986301369863,25.91780821917808,14.904109589041095,7.493150684931507,4.5479452054794525,112.04109589041096
1610612749,Milwaukee Bucks,0.767,0.476,0.355,0.742,51.6986301369863,25.876712328767123,15.095890410958905,7.205479452054795,5.876712328767123,118.67123287671232
1610612750,Minnesota Timberwolves,0.297,0.441,0.336,0.753,44.8125,23.828125,15.328125,8.671875,5.65625,113.25
1610612740,New Orleans Pelicans,0.417,0.465,0.37,0.729,46.5,26.833333333333332,16.40277777777778,7.486111111111111,4.972222222222222,115.84722222222223
1610612752,New York Knicks,0.318,0.447,0.337,0.694,46.5,22.060606060606062,14.333333333333334,7.636363636363637,4.742424242424242,105.8030303030303
1610612760,Oklahoma City Thunder,0.611,0.468,0.355,0.796,42.888888888888886,21.694444444444443,13.694444444444445,7.638888888888889,4.902777777777778,110.41666666666667
1610612753,Orlando Magic,0.452,0.444,0.343,0.774,44.50684931506849,23.931506849315067,12.835616438356164,8.205479452054794,5.424657534246576,107.27397260273973
1610612755,Philadelphia 76ers,0.589,0.468,0.368,0.755,45.43835616438356,25.80821917808219,14.205479452054794,8.027397260273972,5.328767123287672,110.73972602739725
1610612756,Phoenix Suns,0.466,0.468,0.358,0.834,43.52054794520548,27.21917808219178,14.753424657534246,7.657534246575342,3.9726027397260273,113.61643835616438
1610612757,Portland Trail Blazers,0.473,0.463,0.377,0.804,45.310810810810814,20.60810810810811,12.783783783783784,6.283783783783784,6.094594594594595,114.97297297297297
1610612758,Sacramento Kings,0.431,0.462,0.364,0.77,42.59722222222222,23.791666666666668,14.48611111111111,7.722222222222222,4.069444444444445,110.09722222222223
1610612759,San Antonio Spurs,0.451,0.472,0.376,0.81,44.647887323943664,24.661971830985916,12.605633802816902,7.295774647887324,5.492957746478873,114.05633802816901
1610612761,Toronto Raptors,0.736,0.458,0.374,0.796,45.388888888888886,25.22222222222222,14.819444444444445,8.833333333333334,4.972222222222222,112.75
1610612762,Utah Jazz,0.611,0.471,0.38,0.779,44.90277777777778,22.430555555555557,15.125,6.083333333333333,4.055555555555555,111.29166666666667
1610612764,Washington Wizards,0.347,0.457,0.368,0.788,42.041666666666664,25.01388888888889,14.166666666666666,7.972222222222222,4.291666666666667,114.41666666666667
